image_filename,description,label,prob
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second92_frame2324.jpg,arafed man in pink shirt playing chess in front of a screen,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second92_frame2318.jpg,arafed man in pink shirt playing chess in front of a large screen,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second92_frame2311.jpg,arafed man in pink shirt playing chess with a man in pink shirt,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second91_frame2299.jpg,arafed man in pink shirt playing chess in front of a screen,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second91_frame2293.jpg,arafed man in pink shirt playing chess with a man in pink shirt,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second90_frame2274.jpg,chess players playing a game of chess in a room with a large poster,0,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second87_frame2186.jpg,chess player with his head in his hands and a man with his hands on his face,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second89_frame2243.jpg,chess players playing a game of chess in a dark room,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second89_frame2230.jpg,chess player with his head in his hands and a man sitting at a table,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second88_frame2224.jpg,chess player with his head in his hands and a man sitting at a table,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second88_frame2218.jpg,chess player with his head in his hands and a man with his hand on his face,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second88_frame2211.jpg,chess player with his head in his hands and a man with his hands on his face,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second87_frame2199.jpg,chess player with his head in his hands and a man sitting at a table,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second87_frame2193.jpg,chess player with his head in his hands and a man sitting at a table,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second87_frame2180.jpg,chess player with his head in his hands and a chess board in the background,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second86_frame2174.jpg,chess player with his head in his hands and a chess board in the background,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second86_frame2168.jpg,chess player with his head in his hands and a chess board in the background,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second86_frame2161.jpg,chess player with his head in his hands and a chess board in the background,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second86_frame2155.jpg,chess player with his head in his hands and a chess board in the background,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second85_frame2143.jpg,chess player with his head in his hands and a chess board in front of him,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second85_frame2130.jpg,chess player sitting at a table with his head on his hands,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second84_frame2124.jpg,chess player sitting at a table with his head on his hands,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second84_frame2118.jpg,chess player sitting at a table with his head in his hands,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second84_frame2111.jpg,chess player sitting at a table with his head in his hands,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second83_frame2086.jpg,chess player sitting at a table with his head on his hands,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second82_frame2074.jpg,chess player sitting at a table with a chess board and flags,1,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second119_frame2993.jpg,arafed man playing a game of chess in a room,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second117_frame2943.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second114_frame2868.jpg,chess player in action on a board with a red box,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second116_frame2924.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second116_frame2918.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second117_frame2949.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second113_frame2849.jpg,chess player in action with his opponent in a game,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second113_frame2830.jpg,there is a man sitting at a table with a cell phone,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second113_frame2836.jpg,chess player in a blue shirt playing a game of chess,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second116_frame2911.jpg,chess player in blue shirt playing a game of chess with another player,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second113_frame2843.jpg,chess player in a white shirt and black tie playing a game,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second114_frame2855.jpg,chess player in action with a man in a white shirt,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second114_frame2861.jpg,chess player in action on a board with a red box,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second116_frame2905.jpg,chess player in blue shirt playing a game of chess with a man in blue shirt,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second115_frame2899.jpg,arafed man sitting at a table with a chess board,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second115_frame2893.jpg,arafed man playing chess with a man sitting at a table,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second115_frame2880.jpg,chess player in action on a board with a player in the background,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second117_frame2936.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second117_frame2930.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second118_frame2955.jpg,two men playing chess in a dark room with a trophy,2,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second162_frame4061.jpg,arafed asian man holding a trophy with a bunch of greenery,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second162_frame4068.jpg,arafed asian man holding a trophy with a bunch of greenery,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second164_frame4111.jpg,a close up of a black and white photo of a black and white picture of a black and,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second164_frame4105.jpg,there is a black and white photo of a black and white map,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second163_frame4099.jpg,there is a man holding a trophy with a tree in his hand,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second165_frame4130.jpg,a close up of a black and white photo of a mountain,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second163_frame4086.jpg,there is a man holding a trophy and a man standing next to him,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second163_frame4080.jpg,there is a man holding a trophy with a bunch of plants,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second162_frame4074.jpg,there is a man holding a trophy with a bunch of plants,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second162_frame4055.jpg,arafed asian man holding a trophy with a bunch of greenery,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second164_frame4124.jpg,a close up of a black and white photo of a mountain,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second161_frame4049.jpg,there is a man holding a trophy and a bunch of flowers,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second161_frame4043.jpg,there is a man holding a trophy and a bunch of flowers,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second161_frame4036.jpg,there is a man holding a trophy and a man standing behind him,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second160_frame4024.jpg,arafed man in a suit holding a trophy with a man in a suit,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second160_frame4018.jpg,two men in suits are holding up a trophy with a plant,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second160_frame4011.jpg,arafed man in a suit holding a trophy while another man in a suit looks on,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second160_frame4005.jpg,arafed man holding a trophy with a man standing next to him,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second164_frame4118.jpg,a close up of a black and white photo of a mountain,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second163_frame4093.jpg,there are two men holding trophies and a man in a suit,3,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3561.jpg,people are taking pictures of a man hugging a woman in a conference room,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second153_frame3836.jpg,arafed man in a suit sitting at a table with a drawing,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second149_frame3743.jpg,arafed man in a suit sitting at a table with a chinese flag,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second149_frame3749.jpg,arafed man in a suit sitting at a table with a chinese flag,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second128_frame3205.jpg,two men playing chess in a dark room with a trophy,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second127_frame3193.jpg,two men playing chess in a dark room with a trophy,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second151_frame3780.jpg,several people standing on stage with a trophy and a man holding a trophy,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second151_frame3786.jpg,several people standing on stage with a trophy and a plaque,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second151_frame3793.jpg,several people standing on stage with a trophy and a man holding a trophy,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second151_frame3799.jpg,several people standing on stage with a trophy and a man holding a plaque,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second142_frame3568.jpg,people are taking pictures of a man hugging a woman in a conference room,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second153_frame3830.jpg,there is a man sitting at a table with a drawing on it,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second153_frame3843.jpg,someone cutting a piece of paper with a pair of scissors,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second149_frame3730.jpg,arafed man in a suit sitting at a table with a red flag,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second153_frame3849.jpg,someone is cutting through a piece of paper with a cell phone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second154_frame3861.jpg,someone is writing on a piece of paper with a pen,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second154_frame3868.jpg,someone is writing a book on a table with a pen,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second154_frame3874.jpg,arafed man in a suit signing a magazine at a table,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second155_frame3886.jpg,there is a man in a suit sitting at a table with a cell phone,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second155_frame3893.jpg,there is a man in a suit signing a document at a table,4,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second6_frame168.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second5_frame130.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second5_frame136.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second5_frame143.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second6_frame155.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame105.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second2_frame61.jpg,a close up of a black and white photo of a building,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame124.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame118.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second4_frame111.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second2_frame68.jpg,there is a picture of a city with a tower in the background,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second2_frame74.jpg,arafed view of a city with a clock tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second5_frame149.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second6_frame161.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second8_frame224.jpg,a close up of a man with his eyes closed and his eyes closed,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second8_frame218.jpg,a close up of a man with a tie on looking at the camera,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second7_frame199.jpg,a close up of a man with a tie on looking at the camera,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second0_frame5.jpg,a close up of a silver metal plate with a silver logo,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second1_frame49.jpg,a close up of a black and white photo of a mountain,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second7_frame186.jpg,arafed view of a city with a tall tower and a full moon,5,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second39_frame993.jpg,arafed view of a city skyline with a few buildings in the background,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second35_frame899.jpg,arafed man sitting at a table with a chess piece in front of him,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second32_frame811.jpg,there is a trophy with a horse on top of it,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second32_frame818.jpg,there is a close up of a trophy with a blue and white logo,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second32_frame824.jpg,arafed man sitting at a desk with a laptop and chess pieces,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second33_frame830.jpg,arafed man sitting at a desk with a laptop and chess pieces,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second33_frame843.jpg,a man sitting at a table with a chess board and a chess piece,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second33_frame849.jpg,a man sitting at a table with a chess board and a chess piece,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second34_frame855.jpg,arafed man playing chess in a dark room with a laptop,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second34_frame861.jpg,arafed man playing chess in a dark room with a laptop,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second34_frame868.jpg,arafed man playing chess in a dark room with a laptop,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second34_frame874.jpg,arafed man playing chess in a dark room with a laptop,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second35_frame880.jpg,a man sitting at a table with a chess board and a chess piece,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/2023_FIDE_World_Championship_Match_FINAL_RECAP/frames/second35_frame886.jpg,arafed man sitting at a table with a blue flag,6,1.0
